income_above_50k,age,type_of_work,education,years_of_education,marital_status,occupation,race,sex,hours_per_week,home_country
0,45, Private, 5th-6th,3, Divorced, Priv-house-serv, White, Female,35, Mexico
0,50, Private, HS-grad,9, Married-civ-spouse, Sales, White, Male,40, United-States
0,40, Private, Assoc-acdm,12, Never-married, Other-service, White, Male,25, United-States
0,24, Private, Some-college,10, Never-married, Craft-repair, White, Male,40, United-States
0,42, Private, HS-grad,9, Married-civ-spouse, Craft-repair, White, Male,40, United-States
1,50, Private, Some-college,10, Married-civ-spouse, Sales, White, Male,60, United-States
0,58, Self-emp-not-inc, Some-college,10, Divorced, Craft-repair, White, Male,40, United-States
0,47, Private, Some-college,10, Married-civ-spouse, Machine-op-inspct, White, Male,46, United-States
1,37, Private, Doctorate,16, Married-civ-spouse, Prof-specialty, White, Male,99, France
0,37, Self-emp-not-inc, HS-grad,9, Never-married, Craft-repair, White, Male,35, United-States
0,22, Private, Assoc-acdm,12, Never-married, Transport-moving, White, Male,45, United-States
0,29, Self-emp-not-inc, HS-grad,9, Married-civ-spouse, Transport-moving, White, Male,48, United-States
1,45, Private, Bachelors,13, Married-civ-spouse, Exec-managerial, Asian-Pac-Islander, Male,40, India
0,49, Self-emp-not-inc, Some-college,10, Married-civ-spouse, Exec-managerial, White, Male,60, United-States
1,44, Local-gov, Assoc-voc,11, Married-civ-spouse, Transport-moving, White, Male,40, United-States
0,72, Private, HS-grad,9, Divorced, Other-service, White, Female,16, United-States
0,63, Self-emp-not-inc, HS-grad,9, Married-civ-spouse, Other-service, White, Male,12, United-States
0,26, Private, HS-grad,9, Married-civ-spouse, Prof-specialty, White, Male,50, United-States
0,58, Self-emp-not-inc, Assoc-voc,11, Married-civ-spouse, Craft-repair, White, Male,42, United-States
0,40, Private, HS-grad,9, Married-civ-spouse, Craft-repair, White, Male,50, United-States
0,56, Private, Some-college,10, Married-civ-spouse, Sales, White, Male,40, United-States
0,55, Self-emp-not-inc, Some-college,10, Married-civ-spouse, Farming-fishing, White, Male,72, United-States
0,28, Private, Bachelors,13, Never-married, Sales, White, Female,45, United-States
0,57, Private, HS-grad,9, Married-civ-spouse, Exec-managerial, White, Female,40, United-States
1,37, Private, Masters,14, Divorced, Exec-managerial, White, Male,45, United-States
0,44, Private, HS-grad,9, Divorced, Adm-clerical, White, Female,40, United-States
0,31, Private, HS-grad,9, Married-civ-spouse, Machine-op-inspct, White, Male,40, United-States
0,42, Private, Some-college,10, Married-civ-spouse, Adm-clerical, White, Male,40, Germany
0,18, Private, Some-college,10, Never-married, Other-service, White, Female,25, United-States
0,57, Self-emp-not-inc, 10th,6, Married-civ-spouse, Craft-repair, White, Male,40, United-States
0,53, Local-gov, Some-college,10, Married-civ-spouse, Other-service, White, Male,35, United-States
1,38, Private, HS-grad,9, Married-civ-spouse, Exec-managerial, White, Male,44, United-States
0,33, Private, HS-grad,9, Divorced, Sales, White, Female,50, United-States
0,42, Private, Masters,14, Divorced, Prof-specialty, White, Female,40, United-States
0,70, ?, HS-grad,9, Married-civ-spouse, ?, White, Male,60, United-States
0,50, Private, HS-grad,9, Married-civ-spouse, Craft-repair, White, Male,50, United-States
0,50, Private, HS-grad,9, Married-civ-spouse, Machine-op-inspct, White, Male,40, United-States
0,28, Private, Assoc-acdm,12, Married-civ-spouse, Handlers-cleaners, White, Male,40, Nicaragua
0,72, Federal-gov, 11th,7, Divorced, Adm-clerical, White, Female,8, Canada
0,33, Private, HS-grad,9, Married-civ-spouse, Sales, White, Male,40, United-States
0,47, Private, HS-grad,9, Married-civ-spouse, Other-service, Asian-Pac-Islander, Male,25, Philippines
1,48, Private, Some-college,10, Married-civ-spouse, Prof-specialty, White, Male,40, United-States
1,64, Self-emp-not-inc, Bachelors,13, Married-civ-spouse, Prof-specialty, White, Male,24, United-States
0,19, Private, 11th,7, Never-married, Priv-house-serv, White, Female,35, United-States
0,48, Private, Assoc-voc,11, Divorced, Adm-clerical, White, Female,40, United-States
1,37, Private, HS-grad,9, Married-civ-spouse, Machine-op-inspct, White, Male,48, United-States
1,55, Private, HS-grad,9, Married-civ-spouse, Craft-repair, White, Male,35, United-States
0,24, Private, Masters,14, Never-married, Priv-house-serv, White, Female,45, ?
0,42, Federal-gov, HS-grad,9, Divorced, Adm-clerical, White, Female,40, United-States
1,43, Private, HS-grad,9, Married-civ-spouse, Adm-clerical, White, Female,50, Canada
0,34, Private, Assoc-acdm,12, Never-married, Craft-repair, Black, Female,40, United-States
0,55, Self-emp-inc, Masters,14, Married-civ-spouse, Exec-managerial, White, Male,60, United-States
0,22, Private, HS-grad,9, Married-civ-spouse, Other-service, White, Male,40, United-States
0,39, Private, Some-college,10, Divorced, Adm-clerical, White, Female,60, United-States
0,50, Self-emp-not-inc, Bachelors,13, Married-civ-spouse, Exec-managerial, White, Male,35, United-States
1,47, Local-gov, Some-college,10, Married-civ-spouse, Transport-moving, White, Male,40, United-States
0,25, Private, Bachelors,13, Never-married, Sales, White, Female,20, United-States
0,52, Private, 11th,7, Divorced, Other-service, White, Female,20, United-States
0,30, Private, HS-grad,9, Married-civ-spouse, Transport-moving, White, Male,40, United-States
0,37, Self-emp-not-inc, HS-grad,9, Divorced, Craft-repair, White, Male,50, United-States
0,73, Self-emp-inc, HS-grad,9, Married-civ-spouse, Sales, White, Male,20, United-States
0,50, Private, 7th-8th,4, Divorced, Craft-repair, White, Male,60, United-States
0,34, Private, Some-college,10, Married-civ-spouse, Exec-managerial, White, Male,45, United-States
0,24, Private, Assoc-acdm,12, Never-married, Sales, Black, Male,40, ?
1,66, Private, Some-college,10, Married-civ-spouse, Sales, White, Male,24, United-States
0,22, Private, HS-grad,9, Never-married, Sales, White, Male,55, United-States
0,69, Local-gov, 10th,6, Married-civ-spouse, Transport-moving, White, Male,25, United-States
0,23, Private, HS-grad,9, Never-married, Craft-repair, White, Male,40, United-States
0,55, Private, Bachelors,13, Widowed, Machine-op-inspct, White, Female,40, ?
0,35, Private, Some-college,10, Widowed, Adm-clerical, White, Female,30, United-States
0,20, Private, Some-college,10, Never-married, Adm-clerical, White, Female,35, United-States
1,70, Self-emp-inc, Some-college,10, Married-civ-spouse, Exec-managerial, White, Male,20, United-States
1,54, Private, Assoc-voc,11, Married-civ-spouse, Tech-support, White, Male,40, United-States
0,34, Private, HS-grad,9, Never-married, Other-service, Asian-Pac-Islander, Male,40, Japan
1,38, State-gov, Doctorate,16, Married-civ-spouse, Prof-specialty, White, Male,45, United-States
0,33, Private, 7th-8th,4, Divorced, Handlers-cleaners, White, Male,40, United-States
0,43, Private, HS-grad,9, Separated, Other-service, White, Female,26, United-States
0,60, Self-emp-inc, Some-college,10, Married-civ-spouse, Exec-managerial, White, Male,40, United-States
0,81, Self-emp-not-inc, Bachelors,13, Widowed, Prof-specialty, White, Female,3, Hungary
0,32, Self-emp-not-inc, HS-grad,9, Married-civ-spouse, Exec-managerial, White, Male,55, United-States
0,34, Private, HS-grad,9, Married-civ-spouse, Transport-moving, White, Male,45, United-States
0,46, Self-emp-not-inc, Masters,14, Never-married, Exec-managerial, White, Male,25, United-States
0,30, State-gov, Some-college,10, Never-married, Other-service, Amer-Indian-Eskimo, Male,84, United-States
0,23, ?, HS-grad,9, Never-married, ?, Asian-Pac-Islander, Female,20, South
0,29, Private, Some-college,10, Married-civ-spouse, Other-service, White, Male,40, United-States
0,51, Private, HS-grad,9, Married-civ-spouse, Transport-moving, White, Male,60, United-States
0,31, Private, 7th-8th,4, Never-married, Handlers-cleaners, White, Male,25, United-States
0,36, Federal-gov, HS-grad,9, Never-married, Adm-clerical, Black, Female,36, United-States
0,23, Private, Some-college,10, Never-married, Handlers-cleaners, Black, Male,22, United-States
0,35, Private, HS-grad,9, Married-civ-spouse, Machine-op-inspct, White, Male,30, United-States
0,28, Local-gov, Masters,14, Never-married, Prof-specialty, White, Female,40, United-States
1,33, State-gov, Bachelors,13, Married-civ-spouse, Exec-managerial, White, Male,40, United-States
0,40, Private, Some-college,10, Married-civ-spouse, Handlers-cleaners, White, Male,40, United-States
0,27, Private, Some-college,10, Married-civ-spouse, Transport-moving, White, Male,45, United-States
1,38, Self-emp-inc, HS-grad,9, Married-civ-spouse, Exec-managerial, White, Male,40, United-States
0,47, Private, Assoc-voc,11, Divorced, Prof-specialty, White, Female,40, United-States
1,25, Private, Some-college,10, Married-civ-spouse, Adm-clerical, Black, Female,56, United-States
1,45, Private, Bachelors,13, Married-civ-spouse, Exec-managerial, White, Male,50, United-States
0,38, Private, Some-college,10, Never-married, Adm-clerical, Black, Female,40, United-States
1,66, ?, Some-college,10, Married-civ-spouse, ?, White, Male,40, United-States
0,65, Local-gov, Some-college,10, Never-married, Prof-specialty, Black, Female,40, United-States
1,30, Private, Assoc-voc,11, Never-married, Craft-repair, White, Male,40, United-States
0,54, Private, 11th,7, Married-civ-spouse, Other-service, White, Female,43, United-States
0,49, Private, 12th,8, Divorced, Machine-op-inspct, White, Female,40, United-States
1,41, Self-emp-not-inc, Assoc-voc,11, Married-civ-spouse, Prof-specialty, White, Female,15, United-States
1,48, Federal-gov, HS-grad,9, Married-civ-spouse, Adm-clerical, White, Male,40, United-States
0,23, Private, 5th-6th,3, Never-married, Priv-house-serv, White, Female,12, Mexico
0,77, Private, HS-grad,9, Married-civ-spouse, Other-service, White, Male,25, Cuba
0,19, Private, Some-college,10, Never-married, Other-service, White, Female,20, United-States
0,30, Private, HS-grad,9, Married-spouse-absent, Adm-clerical, White, Female,30, United-States
1,41, Self-emp-inc, Bachelors,13, Married-civ-spouse, Exec-managerial, White, Male,55, United-States
1,35, Private, HS-grad,9, Married-civ-spouse, Exec-managerial, White, Male,55, Iran
0,20, Private, Some-college,10, Never-married, Adm-clerical, White, Female,40, United-States
1,66, Self-emp-inc, Bachelors,13, Married-civ-spouse, Exec-managerial, White, Male,40, United-States
0,49, Private, HS-grad,9, Never-married, Craft-repair, White, Female,40, Puerto-Rico
1,52, Private, Bachelors,13, Married-civ-spouse, Sales, White, Male,45, United-States
1,24, Private, Masters,14, Married-civ-spouse, Prof-specialty, White, Female,35, United-States
0,50, Private, HS-grad,9, Married-civ-spouse, Craft-repair, White, Male,15, United-States
0,22, Private, 11th,7, Never-married, Transport-moving, White, Male,65, United-States
0,19, Private, Some-college,10, Never-married, Other-service, White, Male,20, United-States
0,39, Private, 11th,7, Never-married, Prof-specialty, White, Female,30, Puerto-Rico
0,45, Private, Bachelors,13, Married-civ-spouse, Other-service, Asian-Pac-Islander, Male,38, ?
0,61, Local-gov, Bachelors,13, Divorced, Other-service, White, Male,30, United-States
0,45, Private, Assoc-acdm,12, Divorced, Transport-moving, White, Male,55, United-States
0,36, Local-gov, Bachelors,13, Married-civ-spouse, Prof-specialty, White, Male,40, United-States
1,40, Private, Masters,14, Married-civ-spouse, Exec-managerial, White, Male,45, United-States
0,38, Private, HS-grad,9, Married-civ-spouse, Exec-managerial, White, Male,50, United-States
0,52, Local-gov, Some-college,10, Married-civ-spouse, Transport-moving, Black, Male,40, United-States
1,29, Federal-gov, Assoc-voc,11, Married-civ-spouse, Tech-support, White, Male,42, United-States
0,33, Private, HS-grad,9, Never-married, Farming-fishing, White, Male,40, United-States
0,40, Self-emp-not-inc, Some-college,10, Never-married, Craft-repair, White, Male,40, United-States
0,34, Private, HS-grad,9, Never-married, Craft-repair, White, Male,55, United-States
1,46, Local-gov, Bachelors,13, Divorced, Protective-serv, Black, Male,50, United-States
1,44, Private, Masters,14, Married-civ-spouse, Craft-repair, White, Male,45, United-States
0,19, Private, HS-grad,9, Never-married, Other-service, White, Female,13, United-States
1,44, Private, HS-grad,9, Married-civ-spouse, Adm-clerical, White, Female,40, United-States
0,40, Private, HS-grad,9, Never-married, Craft-repair, Amer-Indian-Eskimo, Male,40, United-States
0,20, Private, Some-college,10, Never-married, Prof-specialty, White, Female,2, United-States
0,24, Private, Assoc-acdm,12, Never-married, Handlers-cleaners, White, Male,30, United-States
0,76, Private, HS-grad,9, Widowed, Other-service, White, Male,17, United-States
0,20, Private, HS-grad,9, Married-civ-spouse, Tech-support, White, Male,40, United-States
1,33, Private, Prof-school,15, Never-married, Prof-specialty, White, Male,40, United-States
0,31, Private, Some-college,10, Married-civ-spouse, Tech-support, White, Male,40, United-States
0,33, Private, HS-grad,9, Divorced, Other-service, White, Female,40, United-States
0,19, Private, HS-grad,9, Never-married, Craft-repair, White, Male,35, United-States
0,29, Private, Bachelors,13, Never-married, Exec-managerial, White, Male,50, United-States
0,30, Private, HS-grad,9, Married-civ-spouse, Sales, White, Male,45, United-States
1,48, Private, Masters,14, Divorced, Exec-managerial, White, Male,50, United-States
0,42, Private, Bachelors,13, Married-civ-spouse, Exec-managerial, White, Male,40, United-States
0,37, Private, 11th,7, Married-civ-spouse, Transport-moving, White, Male,40, United-States
1,54, Self-emp-inc, HS-grad,9, Married-civ-spouse, Exec-managerial, White, Male,60, United-States
1,42, Private, Assoc-acdm,12, Married-civ-spouse, Adm-clerical, White, Male,42, United-States
0,28, Self-emp-not-inc, HS-grad,9, Never-married, Other-service, White, Female,28, United-States
1,42, Local-gov, Some-college,10, Married-civ-spouse, Protective-serv, White, Male,52, United-States
1,60, State-gov, Masters,14, Married-civ-spouse, Exec-managerial, White, Female,40, United-States
0,76, ?, HS-grad,9, Widowed, ?, White, Female,25, United-States
0,21, Private, Assoc-voc,11, Never-married, Other-service, White, Female,40, United-States
0,29, Private, Some-college,10, Never-married, Farming-fishing, White, Male,40, United-States
1,43, Private, Bachelors,13, Married-civ-spouse, Prof-specialty, White, Male,40, United-States
0,44, Private, HS-grad,9, Divorced, Sales, White, Male,38, United-States
1,45, Private, Bachelors,13, Divorced, Adm-clerical, White, Female,35, United-States
